"file_name","glims_id","cloud_cover","image_quality","image_quality_oli","spacecraft_id","num_pixels","no_data_pixel_count","zero_pixel_count","percentage_zero_pixels","negative_pixel_count","rank_score"
"G274356E81890N_2015-07-13_L8_C02_T1_L2_SR.tif","G274356E81890N","0.07",,"9","LANDSAT_8","231762","0","15993","0.0690061356046288865","1113","1"
"G077073E32321N_2009-11-25_L7_C02_T1_L2_SR.tif","G077073E32321N","2.0","9.0",,"LANDSAT_7","217322","0","15712","0.0722982486816797195","12099","1"
"G080862E45135N_2006-08-12_L5_C02_T1_L2_SR.tif","G080862E45135N","0.0","9.0",,"LANDSAT_5","138510","0","12907","0.0931846076095588766","0","1"
"G083364E30602N_2009-09-18_L5_C02_T1_L2_SR.tif","G083364E30602N","3.0","9.0",,"LANDSAT_5","141094","0","5829","0.0413128836095085546","0","1"
"G077664E36585N_2010-08-23_L5_C02_T1_L2_SR.tif","G077664E36585N","1.0","9.0",,"LANDSAT_5","215840","0","13201","0.0611610452186805041","8049","1"
"G075205E37392N_2009-07-26_L5_C02_T1_L2_SR.tif","G075205E37392N","2.0","9.0",,"LANDSAT_5","80940","0","3719","0.0459476155176674080","1002","1"
"G079768E31019N_2005-09-29_L7_C02_T1_L2_SR.tif","G079768E31019N","4.0","9.0",,"LANDSAT_7","140448","0","12066","0.0859107997265892003","9758","1"
"G287136E49131S_2005-02-19_L5_C02_T1_L2_SR.tif","G287136E49131S","2.0","9.0",,"LANDSAT_5","64790","0","3692","0.0569841024849513814","0","1"
"G283479E81547N_2015-07-17_L8_C02_T1_L2_SR.tif","G283479E81547N","0.18",,"9","LANDSAT_8","428640","0","34073","0.0794909481149682717","11901","1"
"G077653E31849N_2009-09-14_L5_C02_T1_L2_SR.tif","G077653E31849N","2.0","9.0",,"LANDSAT_5","74518","0","161","0.0021605518129847822","0","1"
"G081540E34386N_2009-10-02_L5_C02_T1_L2_SR.tif","G081540E34386N","3.0","9.0",,"LANDSAT_5","54036","0","4357","0.0806314308979199052","1023","1"
"G091205E33452N_2007-05-05_L5_C02_T1_L2_SR.tif","G091205E33452N","3.0","9.0",,"LANDSAT_5","94202","0","4750","0.0504235578862444534","0","1"
"G088324E43834N_2010-08-13_L5_C02_T1_L2_SR.tif","G088324E43834N","0.0","9.0",,"LANDSAT_5","133589","0","9283","0.0694892543547747195","219","1"
"G091189E36592N_2007-07-31_L5_C02_T1_L2_SR.tif","G091189E36592N","2.0","9.0",,"LANDSAT_5","77805","0","4750","0.0610500610500610501","0","1"
"G083997E28815N_2010-12-27_L7_C02_T1_L2_SR.tif","G083997E28815N","1.0","9.0",,"LANDSAT_7","293132","0","18931","0.0645818266173600972","4346","1"
"G092102E33198N_2007-08-02_L5_C02_T1_L2_SR.tif","G092102E33198N","0.0","9.0",,"LANDSAT_5","50692","0","1936","0.0381914306004892291","0","1"
"G241151E53178N_2006-10-04_L5_C02_T1_L2_SR.tif","G241151E53178N","2.0","9.0",,"LANDSAT_5","94848","0","8042","0.0847882928475033738","0","1"
"G083855E30408N_2009-09-27_L5_C02_T1_L2_SR.tif","G083855E30408N","3.0","9.0",,"LANDSAT_5","56430","0","2833","0.0502037923090554670","0","1"
"G078059E34659N_2006-09-30_L7_C02_T1_L2_SR.tif","G078059E34659N","2.0","9.0",,"LANDSAT_7","68191","0","6247","0.0916103298089190656","3678","1"
"G227774E57773N_2005-08-12_L7_C02_T1_L2_SR.tif","G227774E57773N","2.0","9.0",,"LANDSAT_7","92625","0","7576","0.0817921727395411606","1825","1"
"G075612E36801N_2009-09-20_L7_C02_T1_L2_SR.tif","G075612E36801N","1.0","9.0",,"LANDSAT_7","71440","0","6677","0.0934630459126539754","3535","1"
"G289858E34550S_2011-02-27_L5_C02_T1_L2_SR.tif","G289858E34550S","0.0","9.0",,"LANDSAT_5","304874","0","16601","0.0544520031226014681","0","1"
"G242136E51667N_2006-08-26_L5_C02_T1_L2_SR.tif","G242136E51667N","3.0","9.0",,"LANDSAT_5","108300","0","10549","0.0974053554939981533","2475","1"
"G276282E81427N_2015-05-25_L8_C02_T1_L2_SR.tif","G276282E81427N","0.0",,"9","LANDSAT_8","162792","0","13642","0.0838001867413632120","9111","1"
"G084913E43593N_2009-08-08_L5_C02_T1_L2_SR.tif","G084913E43593N","3.0","9.0",,"LANDSAT_5","175047","0","10304","0.0588641907601958331","234","1"
"G080964E35240N_2010-12-08_L5_C02_T1_L2_SR.tif","G080964E35240N","1.0","9.0",,"LANDSAT_5","106628","0","3877","0.0363600555201260457","5612","1"
"G077397E32102N_2009-09-14_L5_C02_T1_L2_SR.tif","G077397E32102N","2.0","9.0",,"LANDSAT_5","112632","0","3958","0.0351409901271397116","0","1"
"G227790E57810N_2005-08-12_L7_C02_T1_L2_SR.tif","G227790E57810N","2.0","9.0",,"LANDSAT_7","312208","0","24663","0.0789954133142007892","6365","1"
"G083743E29092N_2010-12-03_L5_C02_T1_L2_SR.tif","G083743E29092N","2.0","9.0",,"LANDSAT_5","91200","0","6102","0.0669078947368421053","0","1"
"G087851E49154N_2011-09-15_L5_C02_T1_L2_SR.tif","G087851E49154N","1.0","9.0",,"LANDSAT_5","2255984","0","184046","0.0815812523493074419","87804","1"
"G083464E31646N_2009-09-18_L5_C02_T1_L2_SR.tif","G083464E31646N","1.0","9.0",,"LANDSAT_5","566181","0","17772","0.0313892553794634578","0","1"
"G084871E43559N_2009-08-08_L5_C02_T1_L2_SR.tif","G084871E43559N","3.0","9.0",,"LANDSAT_5","385586","0","16829","0.0436452568298641548","0","1"
"G080828E34409N_2009-10-26_L7_C02_T1_L2_SR.tif","G080828E34409N","2.0","9.0",,"LANDSAT_7","445550","0","26846","0.0602536191224329480","38751","1"
"G091381E36473N_2007-07-31_L5_C02_T1_L2_SR.tif","G091381E36473N","2.0","9.0",,"LANDSAT_5","70224","0","5237","0.0745756436545910230","261","1"
"G082281E36208N_2011-08-05_L5_C02_T1_L2_SR.tif","G082281E36208N","1.0","9.0",,"LANDSAT_5","55195","0","1036","0.0187698161065313887","27","1"
"G290232E29010S_2009-02-12_L5_C02_T1_L2_SR.tif","G290232E29010S","0.0","9.0",,"LANDSAT_5","64790","0","4960","0.0765550239234449761","0","1"
"G075614E38435N_2009-07-26_L5_C02_T1_L2_SR.tif","G075614E38435N","2.0","9.0",,"LANDSAT_5","215118","0","11887","0.0552580444221311094","0","1"
"G084237E28804N_2010-12-27_L7_C02_T1_L2_SR.tif","G084237E28804N","1.0","9.0",,"LANDSAT_7","83790","0","7111","0.0848669292278314835","2342","1"
"G240419E52668N_2006-10-04_L5_C02_T1_L2_SR.tif","G240419E52668N","2.0","9.0",,"LANDSAT_5","453530","0","32678","0.0720525654311732410","5082","1"
"G078396E31286N_2006-09-23_L7_C02_T1_L2_SR.tif","G078396E31286N","3.0","9.0",,"LANDSAT_7","147041","0","11305","0.0768833182581728906","5749","1"
"G098240E39292N_2006-08-01_L5_C02_T1_L2_SR.tif","G098240E39292N","0.0","9.0",,"LANDSAT_5","124830","0","11001","0.0881278538812785388","4911","1"
"G290265E30403S_2010-03-19_L5_C02_T1_L2_SR.tif","G290265E30403S","1.0","9.0",,"LANDSAT_5","125552","0","5493","0.0437507964827322544","0","1"
"G094629E35606N_2006-07-23_L5_C02_T1_L2_SR.tif","G094629E35606N","3.0","9.0",,"LANDSAT_5","101251","0","2836","0.0280095999051861216","0","1"
"G089469E33909N_2009-09-29_L5_C02_T1_L2_SR.tif","G089469E33909N","1.0","9.0",,"LANDSAT_5","56392","0","3101","0.0549900695134061569","537","1"
"G073775E39035N_2009-09-10_L5_C02_T1_L2_SR.tif","G073775E39035N","1.0","9.0",,"LANDSAT_5","108300","0","4384","0.0404801477377654663","0","1"
"G290030E32966S_2010-03-19_L5_C02_T1_L2_SR.tif","G290030E32966S","0.0","9.0",,"LANDSAT_5","94164","0","7910","0.0840023788284269997","0","1"
"G291240E82247N_2015-07-11_L8_C02_T1_L2_SR.tif","G291240E82247N","0.13",,"9","LANDSAT_8","322240","0","24557","0.0762071747765640516","4839","1"
"G096084E38192N_2006-07-23_L5_C02_T1_L2_SR.tif","G096084E38192N","2.0","9.0",,"LANDSAT_5","142595","0","10089","0.0707528314457028648","0","1"
"G074306E37123N_2005-09-16_L7_C02_T1_L2_SR.tif","G074306E37123N","2.0","9.0",,"LANDSAT_7","125818","0","12555","0.0997869939118409131","7472","1"
"G076463E36675N_2010-08-23_L5_C02_T1_L2_SR.tif","G076463E36675N","2.0","9.0",,"LANDSAT_5","326268","0","9032","0.0276827638628366864","0","1"
"G081338E29811N_2010-12-17_L5_C02_T1_L2_SR.tif","G081338E29811N","2.0","9.0",,"LANDSAT_5","67963","0","4353","0.0640495563762635552","0","1"
"G232321E53384N_2005-08-08_L5_C02_T1_L2_SR.tif","G232321E53384N","3.0","9.0",,"LANDSAT_5","242079","0","14083","0.0581752237905807608","0","1"
"G076992E35798N_2010-08-23_L5_C02_T1_L2_SR.tif","G076992E35798N","2.0","9.0",,"LANDSAT_5","291669","0","21458","0.0735696971567084606","3864","1"
"G075035E37038N_2009-07-26_L5_C02_T1_L2_SR.tif","G075035E37038N","2.0","9.0",,"LANDSAT_5","133760","0","7640","0.0571172248803827751","0","1"
"G225689E59340N_2006-06-11_L5_C02_T1_L2_SR.tif","G225689E59340N","2.0","9.0",,"LANDSAT_5","119301","0","4469","0.0374598704118154919","0","1"
"G085616E28423N_2009-12-09_L5_C02_T1_L2_SR.tif","G085616E28423N","1.0","9.0",,"LANDSAT_5","94050","0","4977","0.0529186602870813397","0","1"
"G079982E41733N_2007-09-17_L7_C02_T1_L2_SR.tif","G079982E41733N","1.0","9.0",,"LANDSAT_7","98553","0","3798","0.0385376396456728867","0","1"
"G081078E32832N_2009-05-20_L5_C02_T1_L2_SR.tif","G081078E32832N","1.0","9.0",,"LANDSAT_5","115368","0","9580","0.0830386242285555787","1155","1"
"G240350E52703N_2006-09-02_L5_C02_T1_L2_SR.tif","G240350E52703N","2.0","9.0",,"LANDSAT_5","473556","0","30415","0.0642268285060267423","234","1"
"G084401E36683N_2007-06-25_L5_C02_T1_L2_SR.tif","G084401E36683N","2.0","9.0",,"LANDSAT_5","77349","0","3926","0.0507569587195697423","4539","1"
"G074258E39293N_2009-09-19_L5_C02_T1_L2_SR.tif","G074258E39293N","4.0","9.0",,"LANDSAT_5","507338","0","22287","0.0439292936858662272","0","1"
"G073664E39462N_2009-09-10_L5_C02_T1_L2_SR.tif","G073664E39462N","1.0","9.0",,"LANDSAT_5","152684","0","6039","0.0395522779073118336","0","1"
"G085184E28337N_2009-12-09_L5_C02_T1_L2_SR.tif","G085184E28337N","1.0","9.0",,"LANDSAT_5","103740","0","4807","0.0463369963369963370","0","1"
"G075620E36845N_2009-07-26_L5_C02_T1_L2_SR.tif","G075620E36845N","2.0","9.0",,"LANDSAT_5","75240","0","987","0.0131180223285486443","0","1"
"G227987E57953N_2005-08-12_L7_C02_T1_L2_SR.tif","G227987E57953N","2.0","9.0",,"LANDSAT_7","199500","0","18444","0.0924511278195488722","8912","1"
"G079275E36078N_2009-05-18_L5_C02_T1_L2_SR.tif","G079275E36078N","4.0","9.0",,"LANDSAT_5","559664","0","13613","0.0243235226850395952","29456","1"
"G083962E43905N_2007-09-11_L5_C02_T1_L2_SR.tif","G083962E43905N","1.0","9.0",,"LANDSAT_5","57285","0","4058","0.0708387885135724884","0","1"
"G290521E33786S_2011-03-31_L5_C02_T1_L2_SR.tif","G290521E33786S","0.0","9.0",,"LANDSAT_5","147440","0","8895","0.0603296256104177971","0","1"
"G275893E81393N_2015-05-24_L8_C02_T1_L2_SR.tif","G275893E81393N","0.0",,"9","LANDSAT_8","130720","0","9984","0.0763769889840881273","5010","1"
"G084926E30006N_2009-03-03_L5_C02_T1_L2_SR.tif","G084926E30006N","1.0","9.0",,"LANDSAT_5","119282","0","8933","0.0748897570463271910","9246","1"
"G041673E43238N_2013-08-23_L8_C02_T1_L2_SR.tif","G041673E43238N","1.82",,"9","LANDSAT_8","123975","0","8800","0.0709820528332325066","0","1"
"G084305E28647N_2010-12-27_L7_C02_T1_L2_SR.tif","G084305E28647N","1.0","9.0",,"LANDSAT_7","95931","0","8904","0.0928167120117584514","5682","1"
"G074333E36892N_2005-10-18_L7_C02_T1_L2_SR.tif","G074333E36892N","1.0","9.0",,"LANDSAT_7","94392","0","9070","0.0960886515806424273","11816","1"
"G080440E35704N_2011-08-05_L5_C02_T1_L2_SR.tif","G080440E35704N","1.0","9.0",,"LANDSAT_5","77064","0","1998","0.0259265026471504204","0","1"
"G240145E52682N_2006-09-02_L5_C02_T1_L2_SR.tif","G240145E52682N","2.0","9.0",,"LANDSAT_5","93480","0","6874","0.0735344458707744972","0","1"
"G077814E36772N_2009-09-21_L5_C02_T1_L2_SR.tif","G077814E36772N","1.0","9.0",,"LANDSAT_5","93765","0","6347","0.0676905028528768730","0","1"
"G091136E28417N_2009-11-27_L5_C02_T1_L2_SR.tif","G091136E28417N","0.0","9.0",,"LANDSAT_5","312094","0","13634","0.0436855562747121060","0","1"
"G083292E30749N_2009-09-18_L5_C02_T1_L2_SR.tif","G083292E30749N","3.0","9.0",,"LANDSAT_5","50388","0","2505","0.0497142176708740176","0","1"
"G083673E44028N_2007-08-10_L5_C02_T1_L2_SR.tif","G083673E44028N","1.0","9.0",,"LANDSAT_5","198835","0","12888","0.0648175623003998290","1261","1"
"G290255E33323S_2010-03-19_L5_C02_T1_L2_SR.tif","G290255E33323S","0.0","9.0",,"LANDSAT_5","238336","0","21922","0.0919793904403866810","0","1"
"G079246E36060N_2009-08-13_L5_C02_T1_L2_SR.tif","G079246E36060N","1.0","9.0",,"LANDSAT_5","388740","0","12653","0.0325487472346555538","0","1"
"G077341E35591N_2009-08-13_L5_C02_T1_L2_SR.tif","G077341E35591N","1.0","9.0",,"LANDSAT_5","269800","0","12452","0.0461527057079318013","0","1"
"G282685E09390S_2005-08-12_L7_C02_T1_L2_SR.tif","G282685E09390S","3.0","9.0",,"LANDSAT_7","264708","0","26345","0.0995247593574806957","11469","1"
"G087070E28156N_2010-04-09_L5_C02_T1_L2_SR.tif","G087070E28156N","2.0","9.0",,"LANDSAT_5","132544","0","6489","0.0489573273780782231","0","1"
"G090808E37227N_2007-07-31_L5_C02_T1_L2_SR.tif","G090808E37227N","1.0","9.0",,"LANDSAT_5","100776","0","4188","0.0415575136937366040","0","1"
"G010535E46167N_2011-08-21_L5_C02_T1_L2_SR.tif","G010535E46167N","1.0","9.0",,"LANDSAT_5","804745","0","63595","0.0790250327743570945","24","1"
"G080003E34343N_2011-09-13_L5_C02_T1_L2_SR.tif","G080003E34343N","1.0","9.0",,"LANDSAT_5","943160","0","32175","0.0341140421561559014","0","1"
"G227447E58427N_2006-06-11_L5_C02_T1_L2_SR.tif","G227447E58427N","2.0","9.0",,"LANDSAT_5","178923","0","6338","0.0354230590812807744","0","1"
"G007856E46482N_2009-09-30_L5_C02_T1_L2_SR.tif","G007856E46482N","2.0","9.0",,"LANDSAT_5","185288","0","13099","0.0706953499417123613","0","1"
"G272948E81869N_2015-07-13_L8_C02_T1_L2_SR.tif","G272948E81869N","0.07",,"9","LANDSAT_8","800394","0","54845","0.0685225026674362876","3375","1"
"G076781E36067N_2010-08-23_L5_C02_T1_L2_SR.tif","G076781E36067N","2.0","9.0",,"LANDSAT_5","61104","0","2244","0.0367242733699921445","0","1"
"G235838E57461N_2006-08-20_L5_C02_T1_L2_SR.tif","G235838E57461N","0.0","9.0",,"LANDSAT_5","137199","0","12113","0.0882878155088593940","0","1"
"G010885E46758N_2011-08-21_L5_C02_T1_L2_SR.tif","G010885E46758N","1.0","9.0",,"LANDSAT_5","112651","0","7564","0.0671454314653221010","0","1"
"G078936E41619N_2007-09-16_L5_C02_T1_L2_SR.tif","G078936E41619N","1.0","9.0",,"LANDSAT_5","94772","0","9361","0.0987738994639767020","9726","1"
"G083560E29313N_2009-02-06_L5_C02_T1_L2_SR.tif","G083560E29313N","2.0","9.0",,"LANDSAT_5","96064","0","6483","0.0674862591605596269","0","1"
"G081797E30131N_2010-11-15_L5_C02_T1_L2_SR.tif","G081797E30131N","2.0","9.0",,"LANDSAT_5","63441","0","3128","0.0493056540722876373","0","1"
"G041772E43227N_2013-08-23_L8_C02_T1_L2_SR.tif","G041772E43227N","1.82",,"9","LANDSAT_8","124355","0","7514","0.0604237867395762133","0","1"
"G075150E38828N_2009-07-26_L5_C02_T1_L2_SR.tif","G075150E38828N","2.0","9.0",,"LANDSAT_5","193648","0","14505","0.0749039494340246220","0","1"
"G073908E36917N_2005-10-18_L7_C02_T1_L2_SR.tif","G073908E36917N","1.0","9.0",,"LANDSAT_7","137826","0","2190","0.0158895999303469592","7254","1"
"G078244E35110N_2009-09-30_L5_C02_T1_L2_SR.tif","G078244E35110N","2.0","9.0",,"LANDSAT_5","79591","0","2632","0.0330690655978691058","0","1"
"G076874E36232N_2010-08-23_L5_C02_T1_L2_SR.tif","G076874E36232N","2.0","9.0",,"LANDSAT_5","58653","0","2440","0.0416006001398052956","0","1"
"G290403E33632S_2011-03-31_L5_C02_T1_L2_SR.tif","G290403E33632S","0.0","9.0",,"LANDSAT_5","115425","0","8895","0.0770630279402209227","849","1"
"G241741E51969N_2006-08-26_L5_C02_T1_L2_SR.tif","G241741E51969N","3.0","9.0",,"LANDSAT_5","289332","0","20138","0.0696017032336554546","3981","1"
"G080614E42094N_2007-09-18_L5_C02_T1_L2_SR.tif","G080614E42094N","1.0","9.0",,"LANDSAT_5","71706","0","6372","0.0888628566647142499","2274","1"
"G070496E36138N_2006-10-03_L7_C02_T1_L2_SR.tif","G070496E36138N","0.0","9.0",,"LANDSAT_7","103455","0","6457","0.0624136097820308347","891","1"
"G090601E30395N_2009-11-10_L7_C02_T1_L2_SR.tif","G090601E30395N","1.0","9.0",,"LANDSAT_7","2054622","0","163937","0.0797893724490441551","26290","1"
"G076417E35577N_2006-10-23_L7_C02_T1_L2_SR.tif","G076417E35577N","1.0","9.0",,"LANDSAT_7","224846","0","21862","0.0972309936578813944","13139","1"
"G232386E53887N_2005-08-24_L5_C02_T1_L2_SR.tif","G232386E53887N","2.0","9.0",,"LANDSAT_5","101251","0","8847","0.0873769147959032503","0","1"
"G273498E81844N_2015-07-13_L8_C02_T1_L2_SR.tif","G273498E81844N","0.07",,"9","LANDSAT_8","543837","0","36877","0.0678089206876325075","2628","1"
"G078718E34019N_2009-09-07_L5_C02_T1_L2_SR.tif","G078718E34019N","1.0","9.0",,"LANDSAT_5","83904","0","4028","0.0480072463768115942","0","1"
"G077046E32397N_2009-11-25_L7_C02_T1_L2_SR.tif","G077046E32397N","1.0","9.0",,"LANDSAT_7","514539","0","45770","0.0889534126664839789","33540","1"
"G076553E35339N_2006-10-07_L7_C02_T1_L2_SR.tif","G076553E35339N","1.0","9.0",,"LANDSAT_7","2741301","0","169778","0.0619333666751662805","20874","1"
"G286807E49620S_2005-02-19_L5_C02_T1_L2_SR.tif","G286807E49620S","2.0","9.0",,"LANDSAT_5","121524","0","8380","0.0689575721668147856","10287","1"
"G098030E38393N_2006-08-01_L5_C02_T1_L2_SR.tif","G098030E38393N","0.0","9.0",,"LANDSAT_5","105944","0","6983","0.0659121800196330137","1101","1"
"G076541E35498N_2006-10-23_L7_C02_T1_L2_SR.tif","G076541E35498N","1.0","9.0",,"LANDSAT_7","222585","0","6650","0.0298762270593256509","0","1"
"G289941E34459S_2011-02-27_L5_C02_T1_L2_SR.tif","G289941E34459S","0.0","9.0",,"LANDSAT_5","86526","0","4621","0.0534059126736472274","0","1"
"G077619E36711N_2009-08-13_L5_C02_T1_L2_SR.tif","G077619E36711N","1.0","9.0",,"LANDSAT_5","153216","0","8806","0.0574744152046783626","243","1"
"G008379E46648N_2009-09-30_L5_C02_T1_L2_SR.tif","G008379E46648N","1.0","9.0",,"LANDSAT_5","861840","0","54803","0.0635883690708252112","0","1"
"G087834E37379N_2010-08-06_L5_C02_T1_L2_SR.tif","G087834E37379N","0.0","9.0",,"LANDSAT_5","302328","0","10474","0.0346444920748326321","0","1"
"G086118E43533N_2007-09-13_L5_C02_T1_L2_SR.tif","G086118E43533N","1.0","9.0",,"LANDSAT_5","198246","0","10309","0.0520010492014971298","135","1"
"G090019E29979N_2009-12-04_L5_C02_T1_L2_SR.tif","G090019E29979N","2.0","9.0",,"LANDSAT_5","84968","0","5517","0.0649303267112324640","0","1"
"G091050E36620N_2006-10-24_L7_C02_T1_L2_SR.tif","G091050E36620N","0.0","9.0",,"LANDSAT_7","142880","0","11981","0.0838535834266517357","14728","1"
"G082802E29699N_2011-12-05_L7_C02_T1_L2_SR.tif","G082802E29699N","1.0","9.0",,"LANDSAT_7","443631","0","28740","0.0647835701292290214","0","1"
"G287987E42402S_2009-04-18_L7_C02_T1_L2_SR.tif","G287987E42402S","1.0","9.0",,"LANDSAT_7","257070","0","25064","0.0974987357529077683","5787","1"
"G077434E32370N_2009-09-06_L7_C02_T1_L2_SR.tif","G077434E32370N","1.0","9.0",,"LANDSAT_7","367232","0","34161","0.0930229391774137330","12552","1"
"G087364E37964N_2007-05-17_L5_C02_T1_L2_SR.tif","G087364E37964N","0.0","9.0",,"LANDSAT_5","339720","0","20663","0.0608236194513128459","17880","1"
"G075156E38189N_2009-08-27_L5_C02_T1_L2_SR.tif","G075156E38189N","2.0","9.0",,"LANDSAT_5","1327264","0","58799","0.0443009077319960460","0","1"
"G089717E35617N_2006-09-14_L5_C02_T1_L2_SR.tif","G089717E35617N","3.0","9.0",,"LANDSAT_5","657552","0","32991","0.0501724578436382218","68565","1"
"G081882E30361N_2009-10-11_L5_C02_T1_L2_SR.tif","G081882E30361N","2.0","9.0",,"LANDSAT_5","614308","0","2400","0.0039068350078462270","0","1"
"G088129E37642N_2010-08-06_L5_C02_T1_L2_SR.tif","G088129E37642N","0.0","9.0",,"LANDSAT_5","83600","0","3554","0.0425119617224880383","0","1"
"G080496E35830N_2011-08-05_L5_C02_T1_L2_SR.tif","G080496E35830N","1.0","9.0",,"LANDSAT_5","59052","0","535","0.0090598116913906388","0","1"
"G010628E46410N_2011-08-21_L5_C02_T1_L2_SR.tif","G010628E46410N","1.0","9.0",,"LANDSAT_5","82460","0","4503","0.0546082949308755760","0","1"
"G077337E35738N_2009-08-13_L5_C02_T1_L2_SR.tif","G077337E35738N","1.0","9.0",,"LANDSAT_5","109820","0","2243","0.0204243307230012748","0","1"
"G089751E28202N_2010-01-21_L5_C02_T1_L2_SR.tif","G089751E28202N","1.0","9.0",,"LANDSAT_5","174420","0","10960","0.0628368306386882238","0","1"
"G010609E46395N_2011-08-21_L5_C02_T1_L2_SR.tif","G010609E46395N","1.0","9.0",,"LANDSAT_5","733818","0","41546","0.0566162181903414743","21","1"
"G074185E39290N_2009-09-10_L5_C02_T1_L2_SR.tif","G074185E39290N","1.0","9.0",,"LANDSAT_5","144894","0","6442","0.0444600880643780971","0","1"
"G098538E39217N_2007-08-13_L5_C02_T1_L2_SR.tif","G098538E39217N","0.0","9.0",,"LANDSAT_5","390830","0","18805","0.0481155489599058414","1908","1"
"G242693E50383N_2006-08-28_L5_C02_T1_L2_SR.tif","G242693E50383N","3.0","9.0",,"LANDSAT_5","358150","0","32020","0.0894038810554237052","0","1"
"G078639E35810N_2009-08-13_L5_C02_T1_L2_SR.tif","G078639E35810N","1.0","9.0",,"LANDSAT_5","83980","0","2152","0.0256251488449630864","27","1"
"G077604E32037N_2009-09-14_L5_C02_T1_L2_SR.tif","G077604E32037N","2.0","9.0",,"LANDSAT_5","82593","0","166","0.0020098555567663119","0","1"
"G290128E33953S_2011-02-27_L5_C02_T1_L2_SR.tif","G290128E33953S","0.0","9.0",,"LANDSAT_5","66500","0","3683","0.0553834586466165414","0","1"
